;Experimento 1;;;Experimento 2;;;Experimento 3;;;Experimento 4;;;Experimento 5;;;Experimento 6;;;Experimento 7;;;Experimento 8;;;Experimento 9;
delegado;memoria;tiempo;delegado;memoria;tiempo;Delegado;Memoria;Tiempo;Delegado;Memoria;Tiempo;delegado;Memoria;tiempo;delegado;memoria;tiempo;delegado;maquina;tiempo;delegado;memoria;tiempo;delegado;memoria;tiempo
delegado 314: ;7.0;9,14E+14;delegado 314: ;6.7;9,12E+14;delegado 314: ;9;8.15E+07;delegado 314: ;8.7;9,41E+14;delegado 314: ;9.3;9,07E+14;delegado 314: ;4.3;9,89E+14;delegado 314: ;6.4;1,01E+16;delegado 314: ;12.4;8,86E+14;delegado 314: ;7.2;1,01E+16
delegado 315: ;7.0;1,04E+16;delegado 315: ;6.7;9,16E+14;delegado 315: ;9;8.26E+07;delegado 315: ;8.7;9,28E+14;delegado 315: ;9.3;9,13E+13;delegado 315: ;4.3;1,01E+16;delegado 315: ;6.4;1,00E+16;delegado 315: ;12.4;1,03E+16;delegado 315: ;7.2;9,34E+14
delegado 316: ;8.9;9,22E+14;delegado 316: ;5.5;8,78E+14;delegado 316: ;11.6;8.25E+07;delegado 316: ;3.4;9,24E+14;delegado 316: ;11.4;9,16E+14;delegado 316: ;2.7;9,96E+14;delegado 316: ;4.1;9,93E+14;delegado 316: ;5.6;1,03E+16;delegado 316: ;5.9;9,23E+14
delegado 317: ;8.9;9,16E+14;delegado 317: ;5.5;8,87E+14;delegado 317: ;11.6;8.19E+07;delegado 317: ;3.4;9,23E+14;delegado 317: ;11.4;9,18E+14;delegado 317: ;2.7;9,94E+13;delegado 317: ;4.1;1,00E+16;delegado 317: ;5.6;1,04E+16;delegado 317: ;5.9;9,25E+14
delegado 318: ;8.9;8,88E+14;delegado 318: ;5.5;8,85E+14;delegado 318: ;11.6;8.33E+07;delegado 318: ;3.4;9,13E+14;delegado 318: ;11.4;9,14E+14;delegado 318: ;2.7;1,04E+16;delegado 318: ;4.1;1,00E+16;delegado 318: ;5.6;1,05E+16;delegado 318: ;5.9;9,13E+14
delegado 319: ;5.4;9,05E+14;delegado 319: ;3.3;8,94E+13;delegado 319: ;14.8;8.40E+07;delegado 319: ;1.7;9,25E+14;delegado 319: ;6.3;8,95E+14;delegado 319: ;3.4;1,02E+15;delegado 319: ;0.7;9,83E+14;delegado 319: ;7.0;1,03E+16;delegado 319: ;9.1;9,22E+14
delegado 320: ;5.4;8,98E+14;delegado 320: ;3.3;1,06E+16;delegado 320: ;14.8;8.22E+07;delegado 320: ;1.7;9,03E+14;delegado 320: ;6.3;9,05E+14;delegado 320: ;3.4;1,00E+16;delegado 320: ;0.7;1,01E+16;delegado 320: ;7.0;9,89E+14;delegado 320: ;9.1;9,20E+14
delegado 321: ;5.4;9,08E+14;delegado 321: ;3.3;9,29E+14;delegado 321: ;14.8;8.35E+07;delegado 321: ;1.7;9,22E+13;delegado 321: ;6.3;8,94E+14;delegado 321: ;3.4;9,84E+14;delegado 321: ;0.7;1,00E+16;delegado 321: ;7.0;1,02E+16;delegado 321: ;9.1;1,06E+16
delegado 322: ;4.7;9,07E+14;delegado 322: ;4.1;9,26E+14;delegado 322: ;12.1;8.25E+07;delegado 322: ;2.3;9,30E+14;delegado 322: ;8.7;8,92E+14;delegado 322: ;4.8;1,01E+16;delegado 322: ;3.4;1,01E+16;delegado 322: ;6.2;1,02E+16;delegado 322: ;8.0;8,83E+14
delegado 323: ;4.7;9,09E+14;delegado 323: ;4.1;9,23E+14;delegado 323: ;12.1;8.23E+07;delegado 323: ;2.3;9,21E+14;delegado 323: ;8.7;8,94E+14;delegado 323: ;4.8;1,01E+16;delegado 323: ;3.4;1,00E+15;delegado 323: ;6.2;1,03E+16;delegado 323: ;8.0;9,08E+14
delegado 324: ;4.7;9,11E+14;delegado 324: ;4.1;9,37E+14;delegado 324: ;12.1;8.41E+07;delegado 324: ;2.3;1,03E+16;delegado 324: ;8.7;8,91E+14;delegado 324: ;4.8;1,03E+16;delegado 324: ;3.4;9,94E+14;delegado 324: ;6.2;1,03E+16;delegado 324: ;8.0;1,03E+16
delegado 325: ;10.8;9,13E+14;delegado 325: ;5.7;9,37E+14;delegado 325: ;7.9;8.48E+07;delegado 325: ;1.8;8,86E+14;delegado 325: ;9.5;1,03E+16;delegado 325: ;3.4;1,02E+16;delegado 325: ;5.9;1,02E+16;delegado 325: ;7.6;9,34E+14;delegado 325: ;7.2;9,30E+13
delegado 326: ;10.8;9,20E+14;delegado 326: ;5.7;9,10E+14;delegado 326: ;7.9;8.47E+07;delegado 326: ;1.8;9,03E+14;delegado 326: ;9.5;1,03E+16;delegado 326: ;3.4;9,92E+14;delegado 326: ;5.9;9,70E+14;delegado 326: ;7.6;9,57E+14;delegado 326: ;7.2;9,39E+14
delegado 327: ;10.8;9,18E+14;delegado 327: ;5.7;8,90E+14;delegado 327: ;7.9;8.72E+07;delegado 327: ;1.8;9,09E+13;delegado 327: ;9.5;1,03E+16;delegado 327: ;3.4;1,04E+16;delegado 327: ;5.9;1,04E+16;delegado 327: ;7.6;9,44E+14;delegado 327: ;7.2;9,38E+14
delegado 328: ;7.7;8,89E+12;delegado 328: ;4.7;8,93E+14;delegado 328: ;9.2;8.40E+07;delegado 328: ;3.5;8,93E+14;delegado 328: ;5.5;1,03E+16;delegado 328: ;2.3;9,21E+14;delegado 328: ;4.8;1,01E+16;delegado 328: ;7.9;9,38E+13;delegado 328: ;8.7;9,40E+14
delegado 329: ;7.7;8,96E+14;delegado 329: ;4.7;8,93E+14;delegado 329: ;9.2;8.55E+07;delegado 329: ;3.5;9,15E+14;delegado 329: ;5.5;1,03E+16;delegado 329: ;2.3;9,21E+14;delegado 329: ;4.8;9,85E+13;delegado 329: ;7.9;9,49E+14;delegado 329: ;8.7;9,26E+14
delegado 330: ;7.7;8,93E+14;delegado 330: ;4.7;9,10E+13;delegado 330: ;9.2;8.20E+07;delegado 330: ;3.5;9,09E+14;delegado 330: ;5.5;1,02E+16;delegado 330: ;2.3;1,01E+16;delegado 330: ;4.8;9,97E+14;delegado 330: ;7.9;9,52E+13;delegado 330: ;8.7;9,51E+14
delegado 331: ;6.2;9,00E+14;delegado 331: ;5.2;9,09E+14;delegado 331: ;6.7;8.64E+07;delegado 331: ;1.8;9,32E+14;delegado 331: ;7.7;9,72E+14;delegado 331: ;4.8;1,01E+16;delegado 331: ;6.9;1,02E+16;delegado 331: ;7.4;9,50E+14;delegado 331: ;9.8;9,08E+14
delegado 332: ;6.2;9,00E+14;delegado 332: ;5.2;1,03E+16;delegado 332: ;6.7;8.39E+07;delegado 332: ;1.8;9,34E+13;delegado 332: ;7.7;1,01E+16;delegado 332: ;4.8;9,13E+13;delegado 332: ;6.9;1,00E+16;delegado 332: ;7.4;9,50E+14;delegado 332: ;9.8;9,18E+14
delegado 333: ;6.2;8,92E+14;delegado 333: ;5.2;1,01E+16;delegado 333: ;6.7;8.26E+07;delegado 333: ;1.8;9,28E+14;delegado 333: ;7.7;1,02E+16;delegado 333: ;4.8;1,02E+16;delegado 333: ;6.9;1,02E+16;delegado 333: ;7.4;9,39E+14;delegado 333: ;9.8;9,04E+14
delegado 334: ;5.5;9,33E+14;delegado 334: ;9.9;1,02E+15;delegado 334: ;9.9;8.35E+07;delegado 334: ;1.6;9,23E+14;delegado 334: ;4.7;1,01E+16;delegado 334: ;3.8;9,12E+14;delegado 334: ;10.7;1,01E+16;delegado 334: ;5.9;9,47E+14;delegado 334: ;9.7;9,04E+14
delegado 335: ;5.5;9,23E+14;delegado 335: ;9.9;1,03E+16;delegado 335: ;9.9;8.51E+07;delegado 335: ;1.6;9,03E+14;delegado 335: ;4.7;9,83E+14;delegado 335: ;3.8;8,95E+14;delegado 335: ;10.7;1,01E+16;delegado 335: ;5.9;9,31E+14;delegado 335: ;9.7;9,09E+14
delegado 336: ;5.5;9,30E+14;delegado 336: ;9.9;1,03E+16;delegado 336: ;9.9;8.39E+07;delegado 336: ;1.6;9,08E+14;delegado 336: ;4.7;9,90E+13;delegado 336: ;3.8;9,08E+14;delegado 336: ;10.7;1,04E+16;delegado 336: ;5.9;9,23E+14;delegado 336: ;9.7;9,10E+14
delegado 337: ;8.0;9,26E+14;delegado 337: ;2.6;9,95E+13;delegado 337: ;6.7;1.24E+08;delegado 337: ;1.3;9,22E+14;delegado 337: ;7.9;9,84E+14;delegado 337: ;0.6;1,01E+16;delegado 337: ;3.4;1,04E+16;delegado 337: ;8.2;9,38E+14;delegado 337: ;8.5;1,06E+16
delegado 338: ;8.0;9,22E+14;delegado 338: ;2.6;9,97E+12;delegado 338: ;6.7;8.37E+07;delegado 338: ;1.3;9,07E+14;delegado 338: ;7.9;9,85E+14;delegado 338: ;0.6;1,01E+16;delegado 338: ;3.4;9,69E+14;delegado 338: ;8.2;9,42E+14;delegado 338: ;8.5;9,00E+14
delegado 339: ;8.0;9,03E+14;delegado 339: ;2.6;1,02E+16;delegado 339: ;6.7;9.23E+07;delegado 339: ;1.3;9,24E+13;delegado 339: ;7.9;9,89E+14;delegado 339: ;0.6;9,69E+14;delegado 339: ;3.4;1,00E+16;delegado 339: ;8.2;9,32E+14;delegado 339: ;8.5;8,86E+14
delegado 340: ;8.1;1,06E+16;delegado 340: ;11.4;9,94E+14;delegado 340: ;4;1.22E+08;delegado 340: ;2.3;8,93E+14;delegado 340: ;10.8;9,66E+14;delegado 340: ;2.0;9,96E+14;delegado 340: ;1.0;1,00E+16;delegado 340: ;5.4;9,25E+13;delegado 340: ;7.5;9,08E+14
delegado 341: ;8.1;1,06E+16;delegado 341: ;11.4;9,95E+14;delegado 341: ;4;1.09E+08;delegado 341: ;2.3;9,01E+14;delegado 341: ;10.8;9,72E+14;delegado 341: ;2.0;1,01E+16;delegado 341: ;1.0;1,01E+16;delegado 341: ;5.4;9,08E+14;delegado 341: ;7.5;1,04E+15
delegado 342: ;8.1;9,15E+14;delegado 342: ;11.4;9,70E+14;delegado 342: ;4;1.11E+08;delegado 342: ;2.3;8,91E+14;delegado 342: ;10.8;9,65E+14;delegado 342: ;2.0;9,91E+14;delegado 342: ;1.0;1,01E+16;delegado 342: ;5.4;9,24E+14;delegado 342: ;7.5;1,04E+16
delegado 343: ;10.1;9,20E+14;delegado 343: ;9.0;9,77E+14;delegado 343: ;3.7;1.12E+08;delegado 343: ;4.4;8,94E+14;delegado 343: ;11.0;9,70E+14;delegado 343: ;1.2;1,03E+15;delegado 343: ;2.4;9,92E+14;delegado 343: ;8.3;9,25E+14;delegado 343: ;7.0;1,03E+16
delegado 344: ;10.1;9,04E+14;delegado 344: ;9.0;9,72E+14;delegado 344: ;3.7;1.08E+08;delegado 344: ;4.4;8,91E+14;delegado 344: ;11.0;9,69E+14;delegado 344: ;1.2;1,03E+16;delegado 344: ;2.4;1,00E+15;delegado 344: ;8.3;9,16E+14;delegado 344: ;7.0;1,02E+16
delegado 345: ;10.1;8,76E+14;delegado 345: ;9.0;9,72E+14;delegado 345: ;3.7;1.12E+08;delegado 345: ;4.4;8,90E+14;delegado 345: ;11.0;9,70E+14;delegado 345: ;1.2;1,02E+16;delegado 345: ;2.4;9,81E+14;delegado 345: ;8.3;9,17E+14;delegado 345: ;7.0;1,04E+16
delegado 346: ;7.0;8,97E+14;delegado 346: ;14.1;9,70E+14;delegado 346: ;7.7;1.14E+08;delegado 346: ;11.1;1,05E+16;delegado 346: ;11.1;9,12E+14;delegado 346: ;2.1;1,04E+16;delegado 346: ;4.1;9,84E+14;delegado 346: ;10.1;8,81E+14;delegado 346: ;7.7;1,00E+16
delegado 347: ;7.0;1,04E+16;delegado 347: ;14.1;9,97E+14;delegado 347: ;7.7;1.02E+08;delegado 347: ;11.1;1,05E+16;delegado 347: ;11.1;9,12E+14;delegado 347: ;2.1;9,94E+13;delegado 347: ;4.1;9,83E+14;delegado 347: ;10.1;8,99E+14;delegado 347: ;7.7;1,01E+16
delegado 348: ;7.0;1,02E+16;delegado 348: ;14.1;9,48E+14;delegado 348: ;7.7;1.20E+08;delegado 348: ;11.1;8,81E+14;delegado 348: ;11.1;9,14E+13;delegado 348: ;2.1;9,98E+14;delegado 348: ;4.1;1,00E+16;delegado 348: ;10.1;8,97E+14;delegado 348: ;7.7;9,94E+14
delegado 349: ;8.5;1,01E+16;delegado 349: ;6.1;9,12E+14;delegado 349: ;32.8;1.22E+08;delegado 349: ;2.0;1,05E+16;delegado 349: ;12.4;9,15E+14;delegado 349: ;4.2;1,02E+16;delegado 349: ;25.6;1,00E+16;delegado 349: ;9.9;1,05E+16;delegado 349: ;8.1;9,90E+14
delegado 350: ;8.5;9,43E+14;delegado 350: ;6.1;9,52E+14;delegado 350: ;32.8;1.03E+08;delegado 350: ;2.0;8,97E+14;delegado 350: ;12.4;8,98E+14;delegado 350: ;4.2;1,02E+15;delegado 350: ;25.6;1,01E+16;delegado 350: ;9.9;8,99E+14;delegado 350: ;8.1;1,02E+16
delegado 351: ;8.5;9,41E+13;delegado 351: ;6.1;9,62E+14;delegado 351: ;32.8;1.10E+08;delegado 351: ;2.0;1,02E+16;delegado 351: ;12.4;1,02E+16;delegado 351: ;4.2;1,00E+16;delegado 351: ;25.6;9,75E+14;delegado 351: ;9.9;8,88E+14;delegado 351: ;8.1;1,01E+16
delegado 352: ;5.7;1,04E+16;delegado 352: ;5.7;9,73E+13;delegado 352: ;21.8;1.29E+08;delegado 352: ;2.6;1,00E+16;delegado 352: ;13.5;1,03E+16;delegado 352: ;12.1;9,55E+14;delegado 352: ;5.9;1,02E+16;delegado 352: ;7.3;1,03E+15;delegado 352: ;7.2;9,85E+14
delegado 353: ;5.7;1,04E+16;delegado 353: ;5.7;9,45E+14;delegado 353: ;21.8;1.10E+08;delegado 353: ;2.6;9,52E+14;delegado 353: ;13.5;1,03E+16;delegado 353: ;12.1;1,00E+16;delegado 353: ;5.9;9,60E+14;delegado 353: ;7.3;1,03E+16;delegado 353: ;7.2;9,91E+14
delegado 354: ;5.7;1,03E+16;delegado 354: ;5.7;9,29E+14;delegado 354: ;9.4;1.10E+08;delegado 354: ;2.6;9,84E+14;delegado 354: ;13.5;1,03E+16;delegado 354: ;12.1;1,01E+16;delegado 354: ;5.9;9,80E+14;delegado 354: ;7.3;1,04E+16;delegado 354: ;7.2;9,87E+14
delegado 355: ;7.3;9,26E+14;delegado 355: ;5.8;9,37E+13;delegado 355: ;9.4;1.14E+08;delegado 355: ;2.9;1,02E+16;delegado 355: ;10.6;1,03E+16;delegado 355: ;10.8;1,01E+14;delegado 355: ;4.8;1,01E+16;delegado 355: ;7.5;1,03E+15;delegado 355: ;8.3;9,81E+14
delegado 356: ;7.3;9,43E+14;delegado 356: ;5.8;9,35E+14;delegado 356: ;9.4;1.10E+08;delegado 356: ;2.9;9,31E+14;delegado 356: ;10.6;1,00E+16;delegado 356: ;10.8;1,01E+16;delegado 356: ;4.8;9,81E+14;delegado 356: ;7.5;1,02E+16;delegado 356: ;8.3;9,81E+14
delegado 357: ;7.3;9,33E+14;delegado 357: ;5.8;9,41E+14;delegado 357: ;0.7;1.10E+08;delegado 357: ;2.9;9,22E+14;delegado 357: ;10.6;1,00E+16;delegado 357: ;10.8;9,81E+14;delegado 357: ;4.8;1,01E+15;delegado 357: ;7.5;1,01E+16;delegado 357: ;8.3;9,73E+14
delegado 358: ;5.7;9,48E+14;delegado 358: ;1.0;9,12E+14;delegado 358: ;0.7;1.07E+08;delegado 358: ;3.2;9,16E+14;delegado 358: ;11.8;1,00E+15;delegado 358: ;2.7;9,14E+13;delegado 358: ;3.8;9,54E+14;delegado 358: ;6.5;1,02E+15;delegado 358: ;9.0;9,74E+14
delegado 359: ;5.7;9,29E+14;delegado 359: ;1.0;8,92E+14;delegado 359: ;0.7;1.11E+08;delegado 359: ;3.2;9,12E+14;delegado 359: ;11.8;1,00E+16;delegado 359: ;2.7;9,07E+13;delegado 359: ;3.8;9,92E+14;delegado 359: ;6.5;1,02E+16;delegado 359: ;9.0;9,79E+14
delegado 360: ;5.7;9,19E+13;delegado 360: ;1.0;8,96E+13;delegado 360: ;3.7;1.13E+08;delegado 360: ;3.2;9,36E+13;delegado 360: ;11.8;1,04E+16;delegado 360: ;2.7;9,45E+14;delegado 360: ;3.8;9,82E+13;delegado 360: ;6.5;1,00E+16;delegado 360: ;9.0;9,70E+14
delegado 361: ;7.6;9,02E+14;delegado 361: ;1.3;9,11E+14;delegado 361: ;3.7;1.04E+08;delegado 361: ;1.6;9,08E+14;delegado 361: ;9.2;1,00E+15;delegado 361: ;2.7;9,92E+14;delegado 361: ;0.9;1,03E+16;delegado 361: ;6.9;1,01E+16;delegado 361: ;8.9;9,78E+14
delegado 362: ;7.6;9,14E+14;delegado 362: ;1.3;9,06E+14;delegado 362: ;3.7;9.65E+07;delegado 362: ;1.6;9,11E+14;delegado 362: ;9.2;9,57E+13;delegado 362: ;2.7;1,02E+16;delegado 362: ;0.9;9,90E+14;delegado 362: ;6.9;9,93E+14;delegado 362: ;8.9;9,77E+14
delegado 363: ;7.6;9,10E+14;delegado 363: ;1.3;8,96E+14;delegado 363: ;3.1;9.06E+07;delegado 363: ;1.6;8,90E+13;delegado 363: ;9.2;9,57E+14;delegado 363: ;2.7;8,96E+14;delegado 363: ;0.9;1,02E+15;delegado 363: ;6.9;1,01E+16;delegado 363: ;8.9;9,67E+14
delegado 364: ;5.1;9,04E+12;delegado 364: ;1.3;1,03E+16;delegado 364: ;3.1;9.75E+07;delegado 364: ;3.6;1,00E+16;delegado 364: ;8.3;9,56E+14;delegado 364: ;0.7;9,58E+14;delegado 364: ;2.1;9,91E+14;delegado 364: ;9.2;1,02E+16;delegado 364: ;7.2;9,61E+14
delegado 365: ;5.1;9,00E+14;delegado 365: ;1.3;1,06E+15;delegado 365: ;3.1;9.78E+07;delegado 365: ;3.6;9,06E+14;delegado 365: ;8.3;9,74E+13;delegado 365: ;0.7;9,57E+14;delegado 365: ;2.1;9,74E+14;delegado 365: ;9.2;1,01E+16;delegado 365: ;7.2;9,53E+14
delegado 366: ;5.1;1,03E+16;delegado 366: ;1.3;9,03E+14;delegado 366: ;2.9;9.72E+07;delegado 366: ;3.6;9,00E+14;delegado 366: ;8.3;9,55E+14;delegado 366: ;0.7;1,01E+16;delegado 366: ;2.1;9,99E+14;delegado 366: ;9.2;1,00E+16;delegado 366: ;7.2;9,60E+14
delegado 367: ;8.0;1,04E+15;delegado 367: ;2.3;9,03E+14;delegado 367: ;2.9;9.79E+07;delegado 367: ;10.2;1,04E+16;delegado 367: ;7.3;9,37E+14;delegado 367: ;5.2;1,00E+16;delegado 367: ;3.4;1,00E+16;delegado 367: ;10.3;9,47E+14;delegado 367: ;8.6;9,57E+14
delegado 368: ;8.0;9,06E+13;delegado 368: ;2.3;9,02E+14;delegado 368: ;2.9;9.81E+07;delegado 368: ;10.2;8,80E+13;delegado 368: ;7.3;9,33E+14;delegado 368: ;5.2;1,01E+16;delegado 368: ;3.4;1,02E+16;delegado 368: ;10.3;9,29E+14;delegado 368: ;8.6;9,33E+14
delegado 369: ;8.0;8,96E+14;delegado 369: ;2.3;9,12E+13;delegado 369: ;0.9;9.27E+07;delegado 369: ;10.2;9,48E+14;delegado 369: ;7.3;9,46E+14;delegado 369: ;5.2;9,73E+14;delegado 369: ;3.4;1,01E+16;delegado 369: ;10.3;9,29E+14;delegado 369: ;8.6;9,40E+14
delegado 370: ;5.5;8,98E+14;delegado 370: ;2.1;9,31E+14;delegado 370: ;0.9;9.45E+07;delegado 370: ;17.3;9,73E+14;delegado 370: ;3.8;9,46E+14;delegado 370: ;4.1;1,02E+16;delegado 370: ;2.4;1,00E+16;delegado 370: ;8.4;9,39E+14;delegado 370: ;8.4;9,32E+14
delegado 371: ;5.5;9,45E+14;delegado 371: ;2.1;9,31E+14;delegado 371: ;0.9;9.55E+07;delegado 371: ;17.3;9,67E+14;delegado 371: ;3.8;9,47E+14;delegado 371: ;4.1;1,06E+16;delegado 371: ;2.4;1,01E+16;delegado 371: ;8.4;9,41E+14;delegado 371: ;8.4;9,46E+14
delegado 372: ;5.5;9,27E+14;delegado 372: ;2.1;9,29E+14;delegado 372: ;6.3;9.89E+07;delegado 372: ;17.3;9,24E+14;delegado 372: ;3.8;8,99E+13;delegado 372: ;4.1;9,67E+13;delegado 372: ;2.4;1,00E+16;delegado 372: ;8.4;9,22E+14;delegado 372: ;8.4;9,48E+14
delegado 373: ;6.6;9,44E+14;delegado 373: ;0.7;9,32E+14;delegado 373: ;6.3;1.09E+08;delegado 373: ;3.9;9,24E+14;delegado 373: ;2.6;9,14E+14;delegado 373: ;2.6;9,71E+14;delegado 373: ;1.4;9,90E+14;delegado 373: ;8.2;9,20E+14;delegado 373: ;7.2;9,49E+14
delegado 374: ;6.6;9,34E+14;delegado 374: ;0.7;9,16E+14;delegado 374: ;6.3;9.79E+07;delegado 374: ;3.9;9,85E+14;delegado 374: ;2.6;9,03E+14;delegado 374: ;2.6;1,01E+16;delegado 374: ;1.4;9,83E+14;delegado 374: ;8.2;9,23E+14;delegado 374: ;7.2;9,16E+14
delegado 375: ;6.6;9,23E+14;delegado 375: ;0.7;8,96E+14;delegado 375: ;2.5;1.03E+08;delegado 375: ;3.9;9,72E+14;delegado 375: ;2.6;8,99E+14;delegado 375: ;2.6;1,02E+16;delegado 375: ;1.4;1,02E+16;delegado 375: ;8.2;9,28E+14;delegado 375: ;7.2;9,21E+14
delegado 376: ;11.5;9,33E+14;delegado 376: ;8.6;9,14E+14;delegado 376: ;2.5;9.27E+07;delegado 376: ;2.7;9,52E+14;delegado 376: ;7.7;9,11E+14;delegado 376: ;1.9;9,47E+13;delegado 376: ;1.3;9,93E+14;delegado 376: ;11.3;8,76E+14;delegado 376: ;4.5;9,14E+14
delegado 377: ;11.5;9,17E+14;delegado 377: ;8.6;8,99E+14;delegado 377: ;2.5;9.49E+07;delegado 377: ;2.7;1,03E+16;delegado 377: ;7.7;9,27E+14;delegado 377: ;1.9;9,37E+14;delegado 377: ;1.3;1,00E+16;delegado 377: ;11.3;1,09E+16;delegado 377: ;4.5;9,32E+14
delegado 378: ;11.5;9,15E+14;delegado 378: ;8.6;8,96E+14;delegado 378: ;3.3;9.92E+07;delegado 378: ;2.7;1,03E+16;delegado 378: ;7.7;1,07E+16;delegado 378: ;1.9;9,81E+14;delegado 378: ;1.3;9,64E+14;delegado 378: ;11.3;1,03E+16;delegado 378: ;4.5;9,28E+14
delegado 379: ;6.5;9,27E+14;delegado 379: ;11.4;9,00E+14;delegado 379: ;3.3;1.01E+08;delegado 379: ;3.2;1,03E+16;delegado 379: ;4.0;8,87E+14;delegado 379: ;0.9;1,03E+15;delegado 379: ;1.7;9,91E+14;delegado 379: ;7.6;1,05E+16;delegado 379: ;6.9;9,09E+14
delegado 380: ;6.5;9,15E+13;delegado 380: ;11.4;9,17E+14;delegado 380: ;3.3;9.76E+07;delegado 380: ;3.2;9,80E+14;delegado 380: ;4.0;9,05E+14;delegado 380: ;0.9;9,27E+14;delegado 380: ;1.7;9,76E+14;delegado 380: ;7.6;8,27E+14;delegado 380: ;6.9;9,07E+14
delegado 381: ;6.5;9,10E+14;delegado 381: ;11.4;9,39E+14;delegado 381: ;0.1;1.12E+08;delegado 381: ;3.2;9,90E+14;delegado 381: ;4.0;8,99E+14;delegado 381: ;0.9;9,69E+14;delegado 381: ;1.7;1,00E+15;delegado 381: ;7.6;1,00E+16;delegado 381: ;6.9;9,07E+13
delegado 382: ;11.8;9,19E+14;delegado 382: ;9.0;9,19E+13;delegado 382: ;0.1;1.10E+08;delegado 382: ;2.0;9,96E+14;delegado 382: ;4.7;8,97E+14;delegado 382: ;4.3;9,82E+14;delegado 382: ;1.3;1,00E+16;delegado 382: ;11.1;1,11E+16;delegado 382: ;8.5;9,08E+14
delegado 383: ;11.8;9,17E+13;delegado 383: ;9.0;9,16E+14;delegado 383: ;0.1;9.54E+07;delegado 383: ;2.0;9,66E+12;delegado 383: ;4.7;1,03E+16;delegado 383: ;4.3;9,82E+14;delegado 383: ;1.3;9,66E+14;delegado 383: ;11.1;1,06E+15;delegado 383: ;8.5;9,15E+14
delegado 384: ;11.8;9,21E+14;delegado 384: ;9.0;9,16E+14;delegado 384: ;4.1;1.10E+08;delegado 384: ;2.0;9,48E+14;delegado 384: ;4.7;1,02E+16;delegado 384: ;4.3;1,03E+16;delegado 384: ;1.3;8,84E+14;delegado 384: ;11.1;1,08E+16;delegado 384: ;8.5;9,08E+14
delegado 385: ;11.1;9,13E+14;delegado 385: ;8.7;9,01E+14;delegado 385: ;4.1;9.13E+07;delegado 385: ;4.1;9,48E+13;delegado 385: ;5.9;1,03E+15;delegado 385: ;2.3;9,21E+13;delegado 385: ;3.3;9,99E+14;delegado 385: ;4.5;1,10E+16;delegado 385: ;8.3;8,86E+14
delegado 386: ;11.1;9,25E+14;delegado 386: ;8.7;9,00E+14;delegado 386: ;4.1;9.87E+07;delegado 386: ;4.1;9,85E+14;delegado 386: ;5.9;1,03E+16;delegado 386: ;2.3;1,02E+16;delegado 386: ;3.3;9,90E+14;delegado 386: ;4.5;1,06E+16;delegado 386: ;8.3;1,05E+16
delegado 387: ;11.1;8,85E+14;delegado 387: ;8.7;9,15E+14;delegado 387: ;6.9;9.68E+07;delegado 387: ;4.1;1,02E+16;delegado 387: ;5.9;1,04E+16;delegado 387: ;2.3;9,86E+14;delegado 387: ;3.3;1,02E+16;delegado 387: ;4.5;1,02E+16;delegado 387: ;8.3;8,99E+14
delegado 388: ;5.7;8,90E+14;delegado 388: ;7.7;9,09E+13;delegado 388: ;6.9;9.95E+07;delegado 388: ;1.4;9,50E+14;delegado 388: ;7.2;1,00E+15;delegado 388: ;6.8;1,01E+16;delegado 388: ;3.8;9,76E+14;delegado 388: ;7.6;1,17E+16;delegado 388: ;7.8;9,08E+14
delegado 389: ;5.7;8,84E+14;delegado 389: ;7.7;9,07E+14;delegado 389: ;6.9;1.04E+08;delegado 389: ;1.4;9,38E+14;delegado 389: ;7.2;1,01E+16;delegado 389: ;6.8;8,89E+14;delegado 389: ;3.8;1,01E+16;delegado 389: ;7.6;1,18E+16;delegado 389: ;7.8;8,89E+14
delegado 390: ;5.7;8,81E+14;delegado 390: ;7.7;9,03E+14;delegado 390: ;6.9;1.02E+08;delegado 390: ;1.4;9,54E+14;delegado 390: ;7.2;1,02E+16;delegado 390: ;6.8;1,01E+16;delegado 390: ;3.8;9,90E+14;delegado 390: ;7.6;1,18E+16;delegado 390: ;7.8;1,03E+16
delegado 391: ;4.7;9,01E+14;delegado 391: ;4.1;8,76E+14;delegado 391: ;6.9;9.82E+07;delegado 391: ;0.9;9,46E+14;delegado 391: ;2.9;1,02E+16;delegado 391: ;10.8;9,89E+14;delegado 391: ;3.4;9,56E+13;delegado 391: ;9.7;1,02E+16;delegado 391: ;5.2;1,03E+16
delegado 392: ;4.7;9,01E+14;delegado 392: ;4.1;1,04E+16;delegado 392: ;6.9;1.02E+08;delegado 392: ;0.9;9,52E+14;delegado 392: ;2.9;1,03E+15;delegado 392: ;10.8;1,01E+16;delegado 392: ;3.4;1,02E+16;delegado 392: ;9.7;1,19E+16;delegado 392: ;5.2;1,03E+16
delegado 393: ;4.7;1,03E+16;delegado 393: ;4.1;1,05E+16;delegado 393: ;1;9.60E+07;delegado 393: ;0.9;9,52E+14;delegado 393: ;2.9;9,77E+13;delegado 393: ;10.8;9,80E+14;delegado 393: ;3.4;9,72E+14;delegado 393: ;9.7;1,18E+16;delegado 393: ;5.2;1,02E+16
